S. No.,Crash Date,Crash Day,Location,State,LatLong,latitude,longitude,Road Type,Crash Type,Killed,Injured,Vehicle 1,Vehicle/Object 2,Million Plus City
152,2022-02-05,Saturday,Sector 39-56 Road,Chandigarh,"30.740356213706715, 76.72431923906225",30.740356213706715,76.72431923906225,OR,Others,1,0,Two Wheeler,Car,Chandigarh
153,2022-02-05,Saturday,Gandhi Nagar Police Station,Madhya Pradesh,"22.746248516667844, 75.7982094212455",22.746248516667844,75.7982094212455,OR,Others,1,1,Two Wheeler,Tractor,Indore
154,2022-02-05,Saturday,Harniya,Madhya Pradesh,"23.052884435718276, 76.59684714485893",23.052884435718276,76.59684714485893,OR,Hit and Run,1,0,Two Wheeler,Unidentified,Nil
155,2022-02-05,Saturday,Combat Army Aviation Training ,Maharashtra,"19.97123485981148, 73.81562224560645",19.97123485981148,73.81562224560645,OR,Fixed Object Collision,1,0,Two Wheeler,Tree,Nashik
156,2022-02-04,Friday,Ghuni,Uttarakhand,"30.299963196613398, 79.5166363500949",30.299963196613398,79.5166363500949,OR,Vehicle Overturn,3,0,Pick Up,Gorge,Nil
157,2022-02-05,Saturday,Punawale,Maharashtra,"18.632492103607568, 73.74157079427587",18.632492103607568,73.74157079427587,NH,With Parked Vehicle,3,2,Car,Truck,Nil
158,2022-02-06,Sunday,ZOO Park,Andhra Pradesh,"17.760528885443883, 83.35495694453758",17.760528885443883,83.35495694453758,SH,Hit From Back,1,2,Two Wheeler,Car,Vizag
159,2022-02-07,Monday,Katgaon,Himachal Pradesh,"31.591633638231283, 78.03685723801158",31.591633638231283,78.03685723801158,OR,Vehicle Overturn,3,0,Car,Gorge,Nil
160,2022-02-07,Monday,Nagaur,Rajasthan,"27.2138302972568, 73.71605649545057",27.2138302972568,73.71605649545057,NH,Head On Collision ,2,3,Car,Car,Nil
161,2022-02-07,Monday,Keerwa,Rajasthan,"25.49987528377706, 73.25112435658373",25.49987528377706,73.25112435658373,NH,Fixed Object Collision,1,1,Car,Divider,Nil
162,2022-02-06,Sunday,JVLR ,Maharashtra,"19.12471261878596, 72.89574856667453",19.12471261878596,72.89574856667453,OR,Hit From Back,1,1,Bicycle,Truck,Mumbai
163,2022-02-09,Wednesday,Halvad,Gujarat,"23.004502500291746, 71.15380897504323",23.004502500291746,71.15380897504323,SH,Run Off Road,3,2,SUV,Nil,Nil
164,2022-02-08,Tuesday,Titra,Bihar,"26.22754594175393, 84.24243447792814",26.22754594175393,84.24243447792814,NH,Others,2,3,Two Wheeler,Bus,Nil
165,2022-02-08,Tuesday,Sothupakkam,Tamil Nadu,"12.440200277367603, 79.83599847114043",12.440200277367603,79.83599847114043,NH,With Parked Vehicle,3,10,Van,Truck,Nil
166,2022-02-09,Wednesday,Adoor ,Kerala,"9.156390493413305, 76.73231340739379",9.156390493413305,76.73231340739379,SH,Vehicle Overturn,3,4,Car,Canal,Nil
167,2022-02-08,Tuesday,Dhana,Madhya Pradesh,"23.320313870253262, 78.53019329464922",23.320313870253262,78.53019329464922,OR,Head On Collision ,2,0,Two Wheeler,Truck,Nil
168,2022-02-09,Wednesday,Mamoni,Rajasthan,"25.187145880104637, 77.11115122253314",25.187145880104637,77.11115122253314,NH,Run Off Road,3,9,SUV,Nil,Nil
169,2022-02-08,Tuesday,Thagarapuvalasa,Andhra Pradesh,"17.931285780564018, 83.42356678931198",17.931285780564018,83.42356678931198,NH,With Parked Vehicle,2,0,Two Wheeler,Lorry,Nil
170,2022-02-09,Wednesday,Varkala,Kerala,"8.74283202760778, 76.72160216889189",8.74283202760778,76.72160216889189,SH,Hit and Run,1,2,Pedestrian,Two Wheeler,Nil
171,2022-02-11,Friday,Naradih,Jharkhand,"23.967751166911828, 86.76956791098664",23.967751166911828,86.76956791098664,OR,With Parked Vehicle,4,2,Car,Truck,Nil
172,2022-02-09,Wednesday,Kappumukku,Kerala,"11.531926575865088, 75.81252164202",11.531926575865088,75.81252164202,OR,Hit and Run,1,2,Pedestrian,Two Wheeler,Nil
173,2022-02-10,Thursday,Ramol,Gujarat,"22.974129466237112, 72.6534256375576",22.974129466237112,72.6534256375576,NH,With Parked Vehicle,2,3,Car,Truck,Ahmedabad
174,2022-02-11,Friday,Kalidhar ,Jammu,"33.05115098808208, 74.64351066713232",33.05115098808208,74.64351066713232,OR,Run Off Road,1,6,Car,Nil,Nil
175,2022-02-11,Friday,Sihora,Gujarat,"23.488212910200673, 80.10769353179742",23.488212910200673,80.10769353179742,NH,With Parked Vehicle,2,3,Car,Truck,Nil
176,2022-02-11,Friday,Gunga,Madhya Pradesh,"23.448803225439857, 77.36161885815567",23.448803225439857,77.36161885815567,OR,Hit and Run,2,0,Car,Unidentified,Nil
177,2022-02-10,Thursday,Atmakur Mandal,Telangana,"17.23253687972608, 79.69398413248594",17.23253687972608,79.69398413248594,OR,Head On Collision ,4,0,Two Wheeler,Two Wheeler,Nil
178,2022-02-11,Friday,Satto,Rajasthan,"26.236938791933692, 70.47955938658713",26.236938791933692,70.47955938658713,OR,Vehicle Overturn,1,4,Bus,Nil,Nil
179,2022-02-12,Saturday,Devagiri,Karnataka,"14.838820326235737, 75.3533581920594",14.838820326235737,75.3533581920594,NH,Run Off Road,2,30,Bus,Nil,Nil
180,2022-02-12,Saturday,Kalpana Ginning,Maharashtra,"21.00119281715471, 79.39828299234789",21.00119281715471,79.39828299234789,SH,Run Off Road,3,1,Car,Nil,Nil
181,2022-02-12,Saturday,Aakiya,Rajasthan,"24.50744282460239, 74.54469995593209",24.50744282460239,74.54469995593209,OR,Fixed Object Collision,1,4,Car,Wall,Nil
182,2022-02-12,Saturday,Ottakkalmandapam,Tamil Nadu,"10.873262324653167, 77.00665745816913",10.873262324653167,77.00665745816913,NH,Head On Collision ,2,0,Two Wheeler,Bus,Nil
183,2022-02-14,Monday,Dhannipur,Uttar Pradesh,"26.519617279923917, 80.77002471393665",26.519617279923917,80.77002471393665,OR,Head On Collision ,4,0,Car,SUV,Nil
184,2022-02-13,Sunday,Thaikavu Junction,Kerala,"9.994845924111981, 76.32019279535668",9.994845924111981,76.32019279535668,OR,Hit and Run,1,0,Pedestrian,Car,Kochi
185,2022-02-14,Monday,Kolabira,Jharkhand,"22.788012125414575, 86.03337294127007",22.788012125414575,86.03337294127007,OR,Others,3,0,Two Wheeler,Truck,Nil
186,2022-02-15,Tuesday,RJ SH12,Rajasthan,"26.761340281072, 75.74696895289894",26.761340281072,75.74696895289894,SH,Fixed Object Collision,5,0,Car,Tree,Jaipur
187,2022-02-15,Tuesday,Khopoli,Maharashtra,"18.785150637116026, 73.34700081173162",18.785150637116026,73.34700081173162,NH,Hit From Back,4,0,Car,Truck,Nil
188,2022-02-14,Monday,Jalali,Uttar Pradesh,"26.540203411080476, 81.63236223814823",26.540203411080476,81.63236223814823,NH,With Parked Vehicle,2,5,SUV,Truck,Nil
189,2022-02-16,Wednesday,Kolar,Karnataka,"13.126527581387272, 78.11583179770683",13.126527581387272,78.11583179770683,NH,Fixed Object Collision,4,2,Car,Divider,Nil
190,2022-02-14,Monday,Kovaipudur,Tamil Nadu,"10.944913295408462, 76.93881475047148",10.944913295408462,76.93881475047148,OR,Hit and Run,1,0,Pedestrian,Auto Rickshaw,Nil
191,2022-02-16,Wednesday,Narayanpur,Uttar Pradesh,"25.19145275727694, 83.02887846513721",25.19145275727694,83.02887846513721,SH,With Parked Vehicle,6,0,Car,Truck,Nil
192,2022-02-14,Monday,Rafi Crossing,West Bengal,"22.56295765776425, 88.35872928795361",22.56295765776425,88.35872928795361,OR,Hit and Run,1,0,Pedestrian,Bus,Kolkata
193,2022-02-14,Monday,SSKM Hospital,West Bengal,"22.540902886677657, 88.34096360238837",22.540902886677657,88.34096360238837,OR,Hit and Run,1,0,Pedestrian,Truck,Kolkata
194,2022-02-15,Tuesday,Patel Chowk,Madhya Pradesh,"22.714544027178718, 75.87184933982203",22.714544027178718,75.87184933982203,OR,Others,4,5,Two Wheeler,Truck,Indore
195,2022-02-16,Wednesday,Kendri,Chhattisgarh,"21.108177205326385, 81.72271029614801",21.108177205326385,81.72271029614801,OR,Fixed Object Collision,6,5,SUV,Divider,Nil
196,2022-02-16,Wednesday,SIDCO IND. Estate,Tamil Nadu,"10.938080599081948, 76.98016337449293",10.938080599081948,76.98016337449293,NH,Head On Collision ,2,1,Car,Truck,Coimbatore
197,2022-02-15,Tuesday,Kishanganj,Madhya Pradesh,"22.578983326258918, 75.77721150442704",22.578983326258918,75.77721150442704,NH,Hit and Run,1,0,Two Wheeler,Unidentified,Nil
198,2022-02-18,Friday,Golden Temple,Tamil Nadu,"12.869718563956598, 79.087678239575",12.869718563956598,79.087678239575,SH,Hit From Back,4,1,Car,Truck,Nil
199,2022-02-17,Thursday,Nokh,Rajasthan,"27.568099266809714, 72.2475957764855",27.568099266809714,72.2475957764855,NH,Hit and Run,2,2,Car,Unidentified,Nil
200,2022-02-16,Wednesday,Khurrampur,Haryana,"28.90148755626485, 77.2051188885555",28.90148755626485,77.2051188885555,OR,Head On Collision ,1,0,Two Wheeler,Tractor,Nil
201,2022-02-19,Saturday,Gattamma Temple,Telangana,"18.188326947884857, 79.91491551269137",18.188326947884857,79.91491551269137,NH,Head On Collision ,4,4,Car,Bus,Nil
202,2022-02-19,Saturday,Nathdwara,Rajasthan,"24.9308253171582, 73.82617210519453",24.9308253171582,73.82617210519453,NH,Hit and Run,3,0,Two Wheeler,Unidentified,Nil
203,2022-02-19,Saturday,Palsana,Rajasthan,"27.482790115159805, 75.3815748302894",27.482790115159805,75.3815748302894,OR,Head On Collision ,2,6,Van,Bus,Nil
204,2022-02-17,Thursday,Dhank ,Chhattisgarh,"21.22049960531919, 82.40670193772387",21.22049960531919,82.40670193772387,NH,Hit and Run,4,0,Two Wheeler,Unidentified,Nil
205,2022-02-19,Saturday,Kisagar,Bihar,"25.589870746053073, 84.25004814353804",25.589870746053073,84.25004814353804,NH,Head On Collision ,5,10,SUV,Bus,Nil
206,2022-02-20,Sunday,Chambal Bridge Kota,Rajasthan,"25.195967165236652, 75.84516315344385",25.195967165236652,75.84516315344385,NH,Vehicle Overturn,9,0,SUV,River,Kota
207,2022-02-18,Friday,Dolu ,Assam,"24.92149865757436, 92.78156696643879",24.92149865757436,92.78156696643879,NH,Fixed Object Collision,1,3,Car,Bridge,Nil
208,2022-02-19,Saturday,Cantonment area,Delhi,"28.602052711144825, 77.1348181091842",28.602052711144825,77.1348181091842,OR,Others,2,3,Car,Truck,Delhi
209,2022-02-18,Friday,Jivrajpark,Gujarat,"23.00544441957308, 72.53338811590844",23.00544441957308,72.53338811590844,NH,With Parked Vehicle,1,1,Two Wheeler,Crane,Ahmedabad
210,2022-02-21,Monday,Chevella,Telangana,"17.313601040235092, 78.13928501548331",17.313601040235092,78.13928501548331,NH,Others,3,7,Car,SUV,Nil
211,2022-02-18,Friday,Darna Bridge,Maharashtra,"19.830648009380734, 73.82802256128227",19.830648009380734,73.82802256128227,OR,Hit and Run,1,0,Two Wheeler,Unidentified,Nil
212,2022-02-19,Saturday,Paprodi,Punjab,"30.81523877034962, 76.17096503780348",30.81523877034962,76.17096503780348,OR,Head On Collision ,1,1,Two Wheeler,SUV,Nil
213,2022-02-20,Sunday,Yanam-Yedurlanka Bridge,Andhra Pradesh,"16.726270377838905, 82.20194318234546",16.726270377838905,82.20194318234546,NH,Head On Collision ,4,3,Two Wheeler,Van,Nil
214,2022-02-20,Sunday,Pullagampalle,Andhra Pradesh,"14.08097302776957, 78.06890620844874",14.08097302776957,78.06890620844874,SH,Run Off Road,3,0,Bus,Nil,Nil
215,2022-02-19,Saturday,PiparCity,Rajasthan,"26.38744492359492, 73.53981947509264",26.38744492359492,73.53981947509264,SH,Head On Collision ,2,0,Two Wheeler,Car,Nil
216,2022-02-22,Tuesday,Tanakpur,Uttarakhand,"29.057010000030033, 80.1021978906326",29.057010000030033,80.1021978906326,NH,Vehicle Overturn,14,2,Pick Up,Gorge,Nil
217,2022-02-20,Sunday,Agar Road,Madhya Pradesh,"23.456187625116055, 75.88182763022814",23.456187625116055,75.88182763022814,SH,Head On Collision ,2,1,Car,Tractor,Nil
218,2022-02-21,Monday,Khemnichak Rd,Bihar,"25.57615794018205, 85.1604735245477",25.57615794018205,85.1604735245477,OR,Others,1,0,Two Wheeler,Truck,Patna
219,2022-02-21,Monday,RajendraNagar Overbridge,Bihar,"25.60311850146915, 85.15846727705956",25.60311850146915,85.15846727705956,OR,Head On Collision ,1,0,Two Wheeler,SUV,Patna
220,2022-02-21,Monday,Haveli Ghanpur,Telangana,"18.056694486628253, 78.2584638520406",18.056694486628253,78.2584638520406,OR,Run Off Road,2,11,Bus,Nil,Nil
221,2022-02-22,Tuesday,Fatehbad Road,Uttar Pradesh,"27.158435724776187, 78.06272867574049",27.158435724776187,78.06272867574049,SH,Others,2,7,Car,Bus,Agra
222,2022-02-21,Monday,Kotdwar,Uttarakhand,"29.75842648666641, 78.54244677611753",29.75842648666641,78.54244677611753,NH,Vehicle Overturn,3,2,Car,Gorge,Nil
223,2022-02-21,Monday,Mandala ,Rajasthan,"28.315880502085022, 75.42778059962849",28.315880502085022,75.42778059962849,SH,Head On Collision ,3,0,Car,Car,Nil
224,2022-02-22,Tuesday,Khetolai ,Rajasthan,"27.015212450599027, 71.70535690266628",27.015212450599027,71.70535690266628,NH,Vehicle Overturn,3,2,SUV,Nil,Nil
225,2022-02-19,Saturday,Haibowal,Punjab,"30.9199903667924, 75.88087428875404",30.9199903667924,75.88087428875404,OR,Vehicle Overturn,1,1,Two Wheeler,Nil,Ludhiana
226,2022-02-22,Tuesday,Moinabad,Telangana,"17.329662439312923, 78.27425994433521",17.329662439312923,78.27425994433521,NH,Hit From Back,2,0,Two Wheeler,Bus,Hyderabad
227,2022-02-21,Monday,NH 360 Vani,Maharashtra,"20.33283598716889, 73.88779870315513",20.33283598716889,73.88779870315513,NH,Head On Collision ,1,0,Two Wheeler,Bus,Nil
228,2022-02-20,Sunday,Dangsaundane,Maharashtra,"20.628825370716992, 74.03792201888484",20.628825370716992,74.03792201888484,SH,Others,1,0,Two Wheeler,Two Wheeler,Nil
229,2022-02-23,Wednesday,Kasturbagram,Madhya Pradesh,"22.64951001448067, 75.88658250405783",22.64951001448067,75.88658250405783,SH,Head On Collision ,1,0,Two Wheeler,Truck,Indore
230,2022-02-24,Thursday,Shindewadi Tunnel,Maharashtra,"18.391701123992394, 73.85593140292903",18.391701123992394,73.85593140292903,NH,Hit From Back,2,0,Two Wheeler,Truck,Nil
231,2022-02-24,Thursday,Dulapally,Telangana,"17.55375191054745, 78.46363355451433",17.55375191054745,78.46363355451433,OR,Others,1,0,Bicycle,Van,Hyderabad
232,2022-02-24,Thursday,Rawta More,Delhi,"28.59959351288085, 76.91196809389415",28.59959351288085,76.91196809389415,OR,Others,2,2,Two Wheeler,Bus,Delhi
233,2022-02-24,Thursday,Shamshabad,Telangana,"17.26200439015837, 78.38814180946548",17.26200439015837,78.38814180946548,NH,Vehicle Overturn,1,0,Two Wheeler,Nil,Hyderabad
234,2022-02-24,Thursday,Bhatan Tunnel,Maharashtra,"18.91367527325495, 73.17852135553856",18.91367527325495,73.17852135553856,NH,Hit and Run,1,0,Pedestrian,Unidentified,Nil
235,2022-02-24,Thursday,Sankeshwar,Karnataka,"16.263716185019536, 74.47309535046699",16.263716185019536,74.47309535046699,SH,Head On Collision ,4,0,Two Wheeler,Two Wheeler,Nil
236,2022-02-27,Sunday,Budhana,Uttar Pradesh,"29.29006598210077, 77.47378345407694",29.29006598210077,77.47378345407694,SH,Head On Collision ,1,3,Two Wheeler,Car,Nil
237,2022-02-25,Friday,Prem nagar,Chhattisgarh,"21.26724764610783, 81.62042269163943",21.26724764610783,81.62042269163943,OR,Vehicle Overturn,4,24,Van,Nil,Raipur
238,2022-02-26,Saturday,Jamunipurva,Uttar Pradesh,"26.294580894090394, 83.09086815543051",26.294580894090394,83.09086815543051,OR,With Parked Vehicle,5,1,Car,Truck,Nil
239,2022-02-27,Sunday,Sai Chowk,Delhi,"28.64373969635639, 77.03230998622084",28.64373969635639,77.03230998622084,OR,Hit From Side,1,1,Two Wheeler,Truck,Delhi
240,2022-02-27,Sunday,Bellary Road,Karnataka,"13.134571102347406, 77.61675186207687",13.134571102347406,77.61675186207687,NH,Others,2,0,Two Wheeler,Car,Bengaluru
241,2022-02-27,Sunday,Hebbal,Karnataka,"13.035500082682866, 77.58892000253744",13.035500082682866,77.58892000253744,NH,Fixed Object Collision,1,0,Two Wheeler,Divider,Bengaluru
242,2022-02-26,Saturday,Atam Park,Punjab,"30.889187044063895, 75.85126767384848",30.889187044063895,75.85126767384848,OR,Hit and Run,1,0,Pedestrian,Truck,Ludhiana
243,2022-02-28,Monday,Velachery-Tambaram Main Rd,Tamil Nadu,"12.923248510571252, 80.16050952729643",12.923248510571252,80.16050952729643,OR,Hit From Back,1,0,Car,Truck,Chennai
244,2022-02-27,Sunday,Sinnar,Maharashtra,"19.846577303394984, 73.97107766153536",19.846577303394984,73.97107766153536,NH,Others,1,0,Two Wheeler,Truck,Nil
245,2022-03-01,Tuesday,Bhor Ghat,Maharashtra,"18.77063933979836, 73.36590938508034",18.77063933979836,73.36590938508034,NH,Fixed Object Collision,1,22,Truck,Wall,Nil
246,2022-02-27,Sunday,Nagarabgavi,Karnataka,"12.967598908664984, 77.51248898800186",12.967598908664984,77.51248898800186,OR,Run Off Road,1,0,Two Wheeler,Nil,Bengaluru
247,2022-02-27,Sunday,Veerasandra Junction,Karnataka,"12.846453600857831, 77.67215941964415",12.846453600857831,77.67215941964415,NH,Fixed Object Collision,1,1,Van,Divider,Bengaluru
248,2022-02-28,Monday,Sodala,Rajasthan,"26.90193341448318, 75.77265925901905",26.90193341448318,75.77265925901905,OR,Hit and Run,2,0,Two Wheeler,Unidentified,Jaipur
249,2022-02-28,Monday,Karad,Maharashtra,"17.286690427411575, 74.18447132552234",17.286690427411575,74.18447132552234,NH,Hit From Back,1,3,Car,Truck,Nil
250,2022-02-28,Monday,Piplani,Madhya Pradesh,"23.243281034929208, 77.4730609770155",23.243281034929208,77.4730609770155,OR,Head On Collision ,1,2,Two Wheeler,Truck,Bhopal
251,2022-03-01,Tuesday,Jajmau,Uttar Pradesh,"26.427956515562716, 80.38381214859015",26.427956515562716,80.38381214859015,OR,Hit From Side,1,6,Auto Rickshaw,Truck,Kanpur
252,2022-02-28,Monday,Punawale,Maharashtra,"18.632987304673655, 73.74146182222104",18.632987304673655,73.74146182222104,NH,Hit From Back,1,2,Car,Truck,Pune
253,2022-03-02,Wednesday,Kazhakkottam,Kerala,"8.560349800808412, 76.875886925318",8.560349800808412,76.875886925318,NH,Hit From Back,1,1,Two Wheeler,Truck,Nil
254,2022-03-02,Wednesday,Ayyankavu,Kerala,"10.058505914678154, 76.64636492554786",10.058505914678154,76.64636492554786,NH,Fixed Object Collision,2,4,Car,Pole,Nil
255,2022-03-02,Wednesday,Marady,Kerala,"9.955551623713422, 76.5594075768766",9.955551623713422,76.5594075768766,OR,Others,2,3,Car,Truck,Nil
256,2022-03-03,Thursday,Jhir,Himachal Pradesh,"31.63504378170524, 76.77955354651563",31.63504378170524,76.77955354651563,OR,Vehicle Overturn,2,14,Bus,Gorge,Nil
257,2022-03-02,Wednesday,Chachas Takeway,Haryana,"28.472432496254118, 77.10280302306421",28.472432496254118,77.10280302306421,OR,Others,4,1,Two Wheeler,Car,Nil
258,2022-03-02,Wednesday,Hotel Highway King Binola,Haryana,"28.29757364132327, 76.86837399663595",28.29757364132327,76.86837399663595,NH,With Parked Vehicle,5,0,Car,Truck,Nil
259,2022-03-03,Thursday,Shankaracharya Chowk,Uttarakhand,"29.87432755455267, 77.89471485225786",29.87432755455267,77.89471485225786,OR,Hit From Back,1,1,Two Wheeler,Truck,Nil
260,2022-03-04,Friday,Green Chowk,Chhattisgarh,"21.199324620235608, 81.2887682600112",21.199324620235608,81.2887682600112,SH,Run Off Road,4,0,Truck,Nil,Nil
261,2022-03-03,Thursday,Manoharpur,Rajasthan,"27.298943064764845, 75.95762115840584",27.298943064764845,75.95762115840584,NH,Hit From Side,3,0,Two Wheeler,Bus,Nil
262,2022-03-05,Saturday,Incherla,Telangana,"18.21815163836048, 79.98216386293753",18.21815163836048,79.98216386293753,OR,With Parked Vehicle,6,2,Auto Rickshaw,Van,Nil
263,2022-03-04,Friday,MHKS Petrol Pump,Maharashtra,"21.20426880104254, 79.14620422583027",21.20426880104254,79.14620422583027,NH,Head On Collision ,1,2,Two Wheeler,Truck,Nagpur
264,2022-03-05,Saturday,Jamola ,Jammu,"33.30045710490115, 74.41128186730069",33.30045710490115,74.41128186730069,OR,Vehicle Overturn,5,1,Car,Gorge,Nil
265,2022-03-04,Friday,Basudeva Temple,Bihar,"25.606649196412548, 85.16517591163063",25.606649196412548,85.16517591163063,OR,Hit and Run,3,0,Two Wheeler,Unidentified,Patna
266,2022-03-05,Saturday,Katraj Tunnel,Maharashtra,"18.39892041913737, 73.84935979276045",18.39892041913737,73.84935979276045,NH,Hit From Back,1,3,Two Wheeler,SUV,Nil
267,2022-03-06,Sunday,KG Chavadi,Tamil Nadu,"10.87206032990684, 76.89348210572516",10.87206032990684,76.89348210572516,NH,With Parked Vehicle,2,7,Van,Truck,Nil
268,2022-03-05,Saturday,Kishanganj,Rajasthan,"25.10031536069514, 76.67646540999337",25.10031536069514,76.67646540999337,NH,Others,1,1,Car,Truck,Nil
269,2022-03-05,Saturday,Kishanganj,Rajasthan,"25.101947583026973, 76.6731180130028",25.101947583026973,76.6731180130028,NH,Others,1,2,Tractor,Truck,Nil
270,2022-03-04,Friday,Poonamallee High rd,Tamil Nadu,"13.050848763275782, 80.0947979752743",13.050848763275782,80.0947979752743,SH,Run Off Road,1,2,Two Wheeler,Nil,Chennai
271,2022-03-06,Sunday,Degaon,Maharashtra,"17.609504860432846, 74.02802490439436",17.609504860432846,74.02802490439436,NH,Run Off Road,4,15,Truck,Nil,Nil
272,2022-03-06,Sunday,Elamanchili,Andhra Pradesh,"17.555017076256856, 82.84478078739808",17.555017076256856,82.84478078739808,NH,Hit and Run,2,1,Pedestrian,Lorry,Nil
273,2022-03-05,Saturday,Singhpur,Madhya Pradesh,"23.207140010932616, 81.41677662765933",23.207140010932616,81.41677662765933,OR,Vehicle Overturn,3,28,Bus,Ditch,Nil
274,2022-03-06,Sunday,Jamdahan,Uttar Pradesh,"25.956761504018843, 82.71131150731956",25.956761504018843,82.71131150731956,OR,Run Off Road,4,1,Tractor,Nil,Nil
275,2022-03-07,Monday,Career College Junction,Madhya Pradesh,"23.231864541961247, 77.45041074030301",23.231864541961247,77.45041074030301,OR,Others,2,0,Two Wheeler,Pick Up,Bhopal
